,Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_parasanguinis_clade_411,Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_NA,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_veroralis,Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces_sp._HMT_180,Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micrococcaceae_Rothia_aeria,Bacteria_Firmicutes_Bacilli_Bacillales_Gemellaceae_Gemella_morbillorum,Bacteria_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Veillonella_rogosae,Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_defectiva,Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_[XIV]_Lachnoanaerobaculum_umeaense,Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_[XIV]_Lachnospiraceae_[G-2]_bacterium_HMT_096,Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_oralis,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_nigrescens,Bacteria_Actinobacteria_Actinobacteria_Corynebacteriales_Corynebacteriaceae_Corynebacterium_durum,Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Capnocytophaga_leadbetteri,Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_cinerea,Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Capnocytophaga_granulosa,Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_iners,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_intermedia,Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_tannerae
SRR6751540,749,20,229,95,0,26,9,57,0,145,0,30,22,0,0,4,0,0,11
SRR6751537,66,487,0,95,31,0,3,0,62,0,0,0,0,0,0,0,0,0,46
SRR6751538,252,335,82,82,37,9,35,0,11,77,0,14,69,0,11,0,0,0,0
SRR6751543,491,358,79,300,0,3,41,26,16,30,147,126,6,20,15,2,0,0,191
SRR6751544,1208,250,172,476,0,4,203,0,111,302,0,0,0,0,5,0,0,9,12
SRR6751541,1376,0,239,84,39,20,0,0,57,146,0,0,119,23,0,30,0,0,0
SRR6751200,367,211,10,184,0,0,0,29,0,0,0,6,21,24,27,18,0,0,4
SRR6751201,899,0,31,74,0,28,0,0,13,0,0,0,9,3,0,0,0,0,0
SRR6751202,250,79,50,60,0,0,0,45,0,0,0,0,0,0,0,0,0,0,11
SRR6751203,432,0,795,465,0,20,0,0,0,13,0,3,0,0,0,0,0,0,0
SRR6751204,423,0,734,147,0,21,0,0,0,25,97,22,9,24,0,0,0,0,31
SRR6751205,26,161,299,132,0,26,0,2,15,0,0,0,12,0,8,0,0,0,0
SRR6751206,496,65,323,127,0,9,0,38,0,0,0,0,0,36,0,24,0,0,0
SRR6751207,557,91,0,126,0,31,41,0,0,0,0,0,33,9,14,5,0,0,0
SRR6751208,164,437,0,297,0,0,57,62,40,69,0,17,0,20,0,22,0,13,27
SRR6751209,563,0,51,0,0,0,0,0,12,108,5,0,0,0,0,0,0,0,0
SRR6752244,314,132,22,183,27,83,4,11,207,0,23,4,2,22,0,0,0,4,0
SRR6752424,985,114,114,203,343,0,0,89,0,6,438,2,74,19,0,37,0,0,0
SRR6752423,910,131,240,567,189,0,0,8,10,0,286,21,50,22,0,37,0,0,7
SRR6752680,144,348,291,269,17,60,54,0,70,29,7,0,94,7,0,0,0,0,162
SRR6752679,299,49,4,174,0,0,39,0,0,0,0,0,10,0,66,0,0,0,0
SRR6752683,332,41,768,241,0,2,20,0,22,0,0,2,22,0,0,8,0,0,0
SRR6752682,377,0,43,272,12,0,36,0,21,17,0,37,19,11,0,0,0,9,0
SRR6752685,492,127,176,178,46,9,13,61,20,84,0,33,0,9,7,0,0,36,35
SRR6752684,150,118,134,303,0,0,151,127,24,6,51,18,0,0,0,0,0,0,0
SRR6752688,2151,0,35,694,0,0,0,0,26,0,0,0,0,48,0,41,0,0,0
SRR6752687,398,293,702,1022,0,0,37,68,72,161,0,45,0,70,0,0,0,0,9
SRR6752620,840,189,486,617,0,0,0,0,5,0,0,0,0,43,0,0,0,0,4
SRR6752621,0,0,0,156,54,173,58,60,94,0,0,5,22,37,5,0,0,0,14
SRR6752485,1083,0,3771,143,0,0,0,0,7,0,0,0,0,0,0,12,0,0,4
SRR6752488,573,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752483,543,159,517,400,0,0,0,0,0,15,0,0,4,6,0,0,0,17,0
SRR6752484,1034,0,1945,70,61,5,18,0,0,0,0,0,0,0,0,54,0,0,0
SRR6752498,4532,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752499,332,0,0,245,0,688,0,0,10,0,0,0,0,0,0,0,0,0,0
SRR6752500,301,0,115,360,0,57,24,50,148,0,0,0,0,20,0,7,0,101,17
SRR6752497,614,35,185,132,0,69,0,20,0,6,9,9,9,25,0,24,0,126,17
SRR6752135,294,27,289,269,0,210,0,72,31,0,17,14,26,43,0,21,10,197,27
SRR6752134,331,0,0,32,0,70,11,62,0,0,0,27,11,15,0,0,0,8,22
SRR6752133,1633,0,1843,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752132,2353,111,4160,1511,0,19,0,198,0,0,0,61,0,0,6,0,0,0,44
SRR6752131,434,0,0,37,0,7,0,0,4,0,0,0,0,0,22,0,0,3,0
SRR6752130,500,0,1407,201,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752129,827,0,481,383,25,11,0,21,17,61,0,0,9,27,0,85,0,70,8
SRR6752128,896,0,344,137,0,24,0,165,53,0,204,0,5,0,19,0,0,0,0
SRR6752127,944,0,72,107,454,0,23,0,14,0,0,0,7,0,0,0,0,0,0
SRR6752126,1022,385,1483,1724,54,19,57,122,38,496,46,23,0,4,0,11,0,0,8
SRR6752351,978,68,0,158,0,135,87,0,0,0,0,0,0,0,6,0,0,0,0
SRR6752352,139,0,504,198,0,10,0,82,0,0,0,0,0,0,0,0,0,0,0
SRR6752293,370,39,343,645,0,0,17,0,47,0,0,0,0,5,0,0,0,0,24
SRR6752294,931,0,172,248,46,7,0,39,0,0,0,0,9,53,0,0,0,0,4
SRR6752295,266,32,208,126,167,103,16,0,7,6,93,16,0,42,0,20,0,48,23
SRR6752296,15,0,0,14,65,3226,0,15,0,0,0,5,61,19,0,40,0,0,0
SRR6752297,6467,104,31,582,0,0,0,0,139,0,0,0,11,0,11,0,0,0,8
SRR6752298,326,324,64,219,136,32,50,142,34,7,420,0,23,30,0,27,0,0,15
SRR6752299,198,86,59,108,75,88,13,205,0,0,30,0,20,12,0,0,0,0,25
SRR6752300,294,177,78,87,138,78,0,52,56,8,4,9,12,47,0,0,0,0,0
SRR6752563,1163,129,49,316,69,107,30,18,0,49,24,3,6,25,0,55,0,0,3
SRR6752103,877,101,299,238,0,22,24,18,10,14,31,7,0,0,0,6,0,0,0
SRR6752203,1558,12,387,233,0,84,20,9,0,0,0,4,0,0,0,0,0,2,7
SRR6752098,364,17,163,153,66,55,0,252,36,77,0,0,44,40,77,27,0,0,7
SRR6752212,320,247,0,409,136,38,0,116,123,5,11,0,10,0,0,26,0,0,0
SRR6752206,633,0,344,96,126,43,2,9,46,38,95,14,0,0,0,0,0,0,7
SRR6752095,1286,108,1015,250,25,30,60,47,182,24,0,0,0,0,0,0,0,31,12
SRR6752094,516,0,61,43,0,13,36,25,45,0,0,0,24,16,0,0,0,0,0
SRR6752097,287,74,278,130,0,99,48,161,23,0,0,18,0,44,0,22,0,45,28
SRR6752096,400,97,521,79,215,139,0,63,0,0,0,15,23,0,0,0,0,9,19
SRR6752543,446,116,776,381,0,42,62,5,102,203,4,8,0,0,6,0,0,0,15
SRR6752558,825,2,274,105,30,31,0,16,28,0,15,11,22,20,0,0,2,0,2
SRR6752675,462,29,129,58,0,25,0,22,35,0,0,0,3,13,23,28,0,30,13
SRR6752681,1352,423,113,146,22,247,80,4,40,14,0,31,0,0,0,0,0,0,106
SRR6752559,827,16,213,298,0,8,0,0,0,40,0,23,5,0,0,0,0,0,0
SRR6752562,728,0,254,119,0,188,0,0,0,0,0,6,0,0,0,3,0,0,7
SRR6752556,695,42,50,231,40,0,0,104,13,0,49,14,13,33,0,34,3,4,14
SRR6752557,470,0,370,269,76,0,0,9,2,4,0,15,0,10,10,16,0,0,0
SRR6752609,455,224,0,277,0,159,32,6,68,10,0,6,0,29,44,0,2,0,0
SRR6752553,3750,0,15,103,0,70,0,0,7,0,0,0,0,0,0,0,0,0,0
SRR6752689,192,0,5,85,66,15,37,23,0,0,0,0,15,27,6,7,0,0,0
SRR6752690,319,207,65,160,38,212,93,204,0,4,0,0,20,20,78,0,0,0,0
SRR6752697,547,0,353,129,46,0,0,9,2,7,7,3,0,0,0,3,44,0,8
SRR6752698,187,9,0,80,38,104,0,28,24,0,0,0,4,49,28,0,0,0,0
SRR6752695,853,567,84,94,303,0,39,44,18,6,44,6,9,30,7,18,0,139,0
SRR6752696,858,0,64,75,52,488,0,37,0,0,0,0,22,0,0,0,0,0,10
SRR6752693,527,136,804,354,0,220,53,0,138,17,11,5,0,7,0,9,0,0,5
SRR6752694,426,55,342,124,0,5,0,181,18,10,22,11,2,42,0,2,0,0,0
SRR6752691,261,0,165,41,0,70,0,29,0,3,0,3,3,2,0,0,0,5,12
SRR6752692,1107,445,107,787,16,77,0,12,21,16,0,0,11,0,0,0,0,3,0
SRR6752518,332,299,334,335,36,73,90,39,90,28,44,44,26,13,2,18,0,0,9
SRR6752517,1017,0,351,186,0,0,0,0,3,22,0,40,5,4,0,0,0,0,25
SRR6752514,687,55,117,208,61,47,84,0,5,16,52,50,21,32,10,67,0,43,9
SRR6752513,844,628,26,310,122,429,0,39,58,0,37,0,16,0,29,0,0,0,0
SRR6752516,496,0,120,97,38,93,0,5,0,14,11,0,0,5,0,0,0,0,189
SRR6752515,1065,82,98,143,50,5,58,0,24,3,0,4,0,14,0,30,6,0,54
SRR6752510,268,601,351,114,0,0,0,39,39,0,34,0,0,6,0,0,0,0,0
SRR6752509,656,0,422,472,0,0,0,0,0,33,0,6,0,3,0,4,0,6,20
SRR6752541,378,105,120,56,0,36,0,15,36,6,0,10,8,15,34,0,1463,0,0
SRR6752539,993,64,38,212,68,13,0,205,0,0,20,0,0,170,0,14,0,0,3
SRR6752400,307,146,380,574,0,2,0,38,38,120,0,30,0,4,0,0,9,0,0
SRR6752401,329,444,112,235,37,20,23,28,104,0,0,7,0,50,2,25,0,0,5
SRR6752396,1051,49,489,375,0,354,0,10,15,8,0,17,23,9,12,0,0,0,0
SRR6752397,176,580,20,207,31,0,0,14,82,4,0,0,50,19,25,24,0,0,24
SRR6752398,518,166,420,95,71,25,0,134,15,76,0,0,50,14,0,26,3,0,10
SRR6752399,514,126,64,102,120,22,0,65,74,0,8,21,6,16,4,0,0,0,0
SRR6752392,835,0,303,329,49,31,55,12,19,76,0,0,4,19,25,49,0,0,0
SRR6752393,509,31,261,216,18,2,26,40,17,0,22,3,0,3,0,0,0,0,0
SRR6752136,801,0,301,151,0,44,50,3,16,0,0,0,0,9,63,0,0,7,5
SRR6752395,180,0,286,208,76,77,0,180,33,101,21,21,69,35,95,0,0,0,8
SRR6752223,309,110,78,271,72,25,49,146,75,0,23,13,9,9,0,47,0,0,0
SRR6752222,824,56,389,113,25,51,0,21,23,41,99,11,18,0,0,24,0,0,217
SRR6752217,444,64,63,364,0,8,52,41,192,19,0,6,4,6,8,9,3,12,14
SRR6752216,381,470,30,22,0,36,0,10,8,0,0,0,0,0,0,26,4,0,0
SRR6752215,227,228,179,390,0,18,82,64,25,21,0,0,3,19,3,25,0,30,44
SRR6752214,141,115,131,92,249,143,12,38,6,0,17,15,22,16,0,0,0,0,23
SRR6752221,334,63,583,250,22,10,17,0,88,82,0,5,0,10,0,0,0,0,16
SRR6752220,847,48,221,100,0,145,22,10,18,0,0,0,0,0,51,0,0,0,0
SRR6752219,333,0,0,145,39,62,0,47,33,0,22,16,3,19,0,15,0,14,15
SRR6752218,1272,227,151,194,0,555,66,37,19,4,7,31,0,4,0,0,0,0,56
SRR6752192,332,88,283,212,20,38,36,17,49,39,0,25,0,2,0,18,0,12,9
SRR6752362,676,64,122,106,13,53,0,30,11,0,0,0,3,0,0,4,0,0,6
SRR6752377,530,59,131,130,19,8,0,100,0,8,0,22,13,0,14,0,9,23,25
SRR6752378,676,6,28,725,55,20,0,0,10,2,0,0,0,0,7,17,0,0,0
SRR6752158,362,407,59,336,0,112,71,34,64,11,0,0,0,0,60,0,0,0,0
SRR6752159,2475,0,87,540,0,0,24,16,18,44,0,0,0,0,7,3,0,0,3
SRR6752164,387,0,1002,99,65,35,48,34,83,0,5,4,3,0,59,13,3,12,0
SRR6752165,587,272,121,195,38,222,33,93,117,0,0,10,0,13,68,0,0,0,0
SRR6752162,591,67,751,221,130,0,0,83,0,34,0,0,0,5,0,0,0,0,0
SRR6752163,148,0,93,304,0,25,0,0,49,0,0,4,6,0,0,0,0,0,0
SRR6752595,455,656,88,255,58,14,0,60,18,7,53,12,9,19,0,0,0,76,3
SRR6752594,686,0,293,117,39,215,27,40,0,13,17,3,10,0,0,0,0,0,0
SRR6752632,416,128,910,395,24,196,62,33,14,20,0,9,15,8,64,11,0,0,9
SRR6752631,239,101,281,281,26,61,65,112,96,21,19,10,24,19,3,0,0,0,0
SRR6752634,1482,21,147,50,34,0,0,21,0,2,0,0,3,0,0,0,0,8,0
SRR6752633,371,330,46,297,31,83,34,15,20,12,0,0,18,0,158,0,0,7,0
SRR6752636,338,219,954,364,104,40,0,18,52,26,69,25,34,23,5,26,0,0,10
SRR6752635,442,7,261,155,135,151,33,9,26,24,30,0,28,26,0,116,0,0,0
SRR6752597,224,610,130,390,74,332,31,28,58,0,11,8,23,6,59,0,0,0,3
SRR6752596,815,0,208,227,0,51,6,0,26,13,11,0,0,10,0,10,0,2,5
SRR6752537,583,17,40,125,167,88,55,77,25,0,0,18,0,8,8,38,0,0,16
SRR6752538,651,173,293,358,0,216,83,31,38,0,26,0,0,0,0,7,0,0,3
SRR6752529,773,0,559,258,0,0,34,0,8,41,0,14,0,0,13,0,0,33,103
SRR6752530,293,75,172,56,0,72,40,22,28,0,4,0,0,3,10,0,721,0,0
SRR6752531,1309,32,82,80,76,6,22,147,0,15,164,15,6,72,11,10,0,0,0
SRR6752532,590,0,391,189,0,38,3,10,2,10,0,15,12,7,0,7,0,0,9
SRR6752533,255,216,113,162,362,0,0,109,76,2,0,8,15,51,0,104,0,0,0
SRR6752534,511,94,453,149,185,61,17,52,10,15,0,28,36,39,0,24,0,0,0
SRR6752535,223,298,155,236,75,43,0,11,118,22,0,25,22,53,34,144,0,0,42
SRR6752536,522,124,0,131,100,0,0,0,0,0,0,0,0,15,0,16,0,0,0
SRR6752147,183,107,40,121,0,0,0,137,91,0,0,55,9,0,0,0,0,0,0
SRR6752608,579,0,0,36,154,0,0,0,0,0,0,0,0,0,21,0,0,0,0
SRR6752337,709,0,646,390,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
SRR6752336,249,0,22,90,0,318,0,0,0,0,0,23,0,0,0,0,0,21,7
SRR6752335,546,0,679,422,50,29,0,0,31,357,11,14,0,0,0,0,0,0,9
SRR6752334,268,192,44,125,0,0,0,40,0,0,77,0,15,27,0,0,0,0,0
SRR6752333,555,0,107,281,0,36,23,0,62,0,0,32,8,30,0,46,0,0,31
SRR6752332,1541,142,68,144,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752179,110,103,62,117,0,107,0,45,16,38,0,0,0,0,0,0,0,0,0
SRR6752177,0,261,100,233,2,0,142,0,87,24,0,0,13,0,0,0,0,0,35
SRR6752242,0,8,71,109,20,63,35,46,21,0,0,24,37,50,0,0,0,0,16
SRR6752243,97,0,180,189,6,0,0,0,150,79,0,13,0,0,95,0,0,0,0
SRR6752240,1312,5,136,0,0,0,0,0,21,0,0,0,0,0,7,0,0,0,0
SRR6752241,359,0,60,132,0,0,0,54,20,0,0,19,0,0,0,0,0,0,33
SRR6752238,169,96,0,33,99,2268,0,73,12,0,0,0,14,0,0,0,0,0,0
SRR6752239,363,30,249,136,0,12,0,0,3,23,0,0,0,0,0,0,0,0,0
SRR6752236,1083,0,102,111,42,200,0,0,0,0,88,4,8,0,0,0,0,0,0
SRR6752237,535,0,315,429,0,30,0,142,7,0,0,11,26,0,0,0,0,0,34
SRR6752234,614,0,145,260,0,21,0,15,3,5,0,12,0,0,0,0,0,0,0
SRR6752235,64,9,0,428,0,40,72,47,70,0,0,0,0,37,0,0,0,0,0
SRR6752718,1696,0,89,447,0,0,0,0,85,7,0,19,0,0,0,0,0,0,0
SRR6752717,735,0,87,134,0,0,37,0,9,0,0,0,0,0,0,0,0,0,0
SRR6752394,1594,0,87,128,0,0,0,0,69,0,0,0,0,14,0,0,0,0,0
SRR6752713,88,0,0,101,556,0,0,40,9,0,0,5,21,0,0,0,0,0,0
SRR6752716,670,0,66,265,0,31,178,0,32,9,78,2,14,33,0,39,0,0,0
SRR6752715,522,169,98,307,0,38,0,3,80,0,0,0,0,19,0,0,0,0,0
SRR6752710,876,0,197,49,0,51,0,73,0,15,0,0,0,0,0,0,0,0,3
SRR6752709,63,268,0,444,0,0,181,0,69,0,0,8,32,0,0,0,0,0,8
SRR6752712,503,48,59,403,0,48,88,94,107,0,0,19,21,6,0,0,0,0,8
SRR6752711,441,0,183,0,106,0,0,44,0,0,0,0,9,54,0,0,0,0,0
SRR6752482,549,0,106,625,24,0,0,30,40,19,0,0,14,0,129,6,0,0,0
SRR6752481,303,3,500,220,47,147,0,110,19,28,126,12,54,19,0,0,0,0,0
SRR6752476,1261,0,1592,730,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0
SRR6752475,131,0,28,120,77,337,75,49,25,18,9,0,38,5,82,6,0,0,0
SRR6752474,84,81,158,863,0,9,0,43,191,0,0,0,0,0,0,0,0,0,0
SRR6752473,1244,52,29,270,0,36,5,0,15,0,0,0,0,0,0,0,0,37,11
SRR6752480,472,0,7,0,0,34,0,0,0,0,0,0,4,6,0,0,0,0,0
SRR6752479,341,78,99,316,0,64,0,0,13,0,0,0,0,0,0,0,0,0,0
SRR6752478,376,34,398,361,0,13,0,0,0,40,0,0,0,3,0,6,0,4,18
SRR6752477,57,0,0,0,0,0,0,63,56,0,0,8,0,0,0,0,9,0,0
SRR6752659,3984,18,0,192,0,0,0,0,7,17,0,0,88,0,0,0,0,0,0
SRR6752660,324,56,752,614,0,37,15,0,0,0,9,0,0,65,0,0,0,0,4
SRR6752655,612,88,163,322,4,0,0,113,27,0,0,0,0,185,0,0,0,0,0
SRR6752656,211,57,33,34,0,54,0,138,0,0,0,0,45,0,0,0,0,0,0
SRR6752657,100,0,0,687,0,5,112,0,485,129,0,0,13,0,0,0,0,0,94
SRR6752658,85,0,0,121,918,161,0,37,18,3,1485,9,18,20,0,50,0,0,5
SRR6752651,293,297,1033,401,33,73,59,42,17,35,3,0,30,0,0,0,0,4,5
SRR6752652,2005,58,137,511,79,0,0,0,35,101,0,8,26,0,0,0,0,0,5
SRR6752653,973,0,147,82,44,0,0,34,6,81,0,0,0,0,0,0,0,0,0
SRR6752654,3745,0,0,152,0,0,47,0,0,0,0,4,0,0,0,0,0,0,0
SRR6752100,255,70,77,526,33,0,237,16,60,21,49,13,0,0,0,9,0,30,49
SRR6752099,595,0,0,445,123,50,0,87,43,0,0,7,26,0,0,0,0,4,15
SRR6752676,1589,0,77,154,0,18,0,0,49,154,0,10,18,0,0,0,0,0,0
SRR6752674,1595,5,1323,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752678,352,784,38,352,0,0,3,0,73,0,0,28,13,29,0,34,0,0,0
SRR6752677,502,0,332,63,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0
SRR6752622,638,0,235,134,0,0,3,0,0,44,0,19,7,4,30,0,0,0,0
SRR6752104,583,24,268,487,62,34,60,0,0,21,0,25,0,0,0,0,0,0,0
SRR6752107,51,0,119,275,28,4,51,72,24,0,7,0,8,0,2,0,0,20,18
SRR6752106,336,111,140,130,0,264,54,92,12,67,24,0,0,0,9,0,0,0,0
SRR6752283,826,0,950,510,0,11,0,0,82,29,0,27,6,21,0,21,0,0,102
SRR6752284,96,30,186,85,0,17,24,80,110,0,0,28,0,4,155,0,0,0,0
SRR6752291,699,169,194,569,34,0,169,0,9,9,22,21,0,0,0,0,0,0,0
SRR6752292,1364,11,1581,959,0,0,9,0,41,0,0,0,0,0,0,0,0,8,0
SRR6752289,162,526,0,832,36,0,265,10,47,42,12,0,0,0,0,0,0,0,0
SRR6752290,0,6,3,145,28,100,0,55,51,0,21,2,36,7,217,0,0,44,0
SRR6752287,146,0,684,162,0,106,0,5,0,3,16,0,14,0,0,24,0,0,24
SRR6752288,187,292,0,336,0,125,83,3,0,0,0,0,0,27,0,0,0,0,0
SRR6752285,299,593,134,221,0,133,76,36,112,9,0,0,10,16,0,27,0,0,0
SRR6752286,395,82,0,348,59,12,57,21,25,0,0,8,28,31,19,0,0,0,0
SRR6752347,3435,0,0,1633,0,9,251,0,104,148,0,0,0,0,0,0,0,0,0
SRR6752346,73,0,0,253,333,41,70,52,130,0,0,0,7,0,164,0,0,0,0
SRR6752345,62,85,44,89,0,10,0,0,42,0,0,6,0,0,0,6,0,0,0
SRR6752344,4937,0,0,578,0,0,0,0,0,0,0,0,84,12,0,0,0,0,0
SRR6752343,1146,129,38,617,164,51,39,76,6,0,0,89,0,0,0,0,0,0,0
SRR6752342,31,35,12,29,0,85,14,43,16,0,0,9,7,0,0,0,0,0,0
SRR6752341,564,193,53,155,14,285,0,0,19,5,0,16,0,0,4,0,0,0,0
SRR6752340,320,16,0,312,0,61,0,0,0,19,0,41,19,11,0,0,0,0,11
SRR6752339,509,191,98,477,27,34,45,0,154,0,0,47,103,111,0,99,0,12,34
SRR6752338,676,263,75,330,43,0,0,0,0,0,0,0,0,0,0,0,0,0,16
SRR6752584,515,0,12,0,117,325,0,0,0,0,0,15,0,70,0,205,0,0,96
SRR6752585,627,0,130,177,37,43,75,50,68,59,3,11,103,12,0,0,0,0,4
SRR6752204,248,0,0,451,36,0,0,10,61,28,0,0,24,6,7,0,0,0,0
SRR6752205,292,0,0,221,24,195,0,21,0,0,66,3,0,36,0,0,0,0,0
SRR6752181,2155,45,214,416,0,0,231,0,60,90,0,23,0,0,0,0,0,0,31
SRR6752208,815,58,713,220,0,61,15,18,0,0,0,0,0,0,0,0,0,0,0
SRR6752209,1003,0,24,542,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
SRR6752210,785,742,0,39,134,76,0,159,0,0,0,6,17,0,0,52,0,0,0
SRR6752211,600,0,108,359,0,0,0,60,31,18,0,8,20,75,0,0,0,0,9
SRR6752213,308,33,14,241,0,0,0,271,0,0,144,0,45,11,0,0,0,0,0
SRR6752649,83,70,239,188,25,20,0,72,26,67,0,0,25,20,0,0,0,0,48
SRR6752648,129,0,6,65,126,113,0,267,9,0,7,29,65,41,15,19,0,0,14
SRR6752640,69,28,69,108,57,69,31,54,12,0,18,15,6,42,0,0,0,0,0
SRR6752639,1500,0,98,420,0,27,30,15,15,13,0,0,29,58,0,69,0,0,2
SRR6752642,462,67,185,116,11,0,0,38,10,6,57,9,6,0,0,2,0,0,0
SRR6752641,1524,0,506,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6752644,81,0,23,230,40,74,43,630,64,32,13,14,99,44,157,42,0,0,6
SRR6752643,292,43,0,522,129,59,0,161,106,0,12,0,13,0,0,57,0,0,0
SRR6752646,927,0,500,159,14,21,0,0,49,91,0,0,3,0,0,0,0,0,0
SRR6752645,468,104,116,768,17,25,58,100,297,49,0,6,0,7,21,0,0,39,27
SRR6752402,668,0,15,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
